domain	phylum	class	order	family	genus	otu.id
OTU_1157	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Microbacteriaceae	NA	OTU_1157
OTU_1159	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Frankiales	f:Motilibacteraceae	g:Motilibacter	OTU_1159
OTU_1161	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Streptomycetales	f:Streptomycetaceae	g:Streptomyces	OTU_1161
OTU_1164	d:Bacteria	p:Acidobacteria	c:Acidobacteria_Gp3	g:Gp3	NA	NA	OTU_1164
OTU_1166	d:Bacteria	p:Armatimonadetes	c:Armatimonadia	o:Armatimonadales	f:Armatimonadaceae	g:Armatimonas/Armatimonadetes_gp1	OTU_1166
OTU_1170	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Pseudomonadales	f:Pseudomonadaceae	g:Pseudomonas	OTU_1170
OTU_1172	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodobacterales	f:Rhodobacteraceae	g:Paracoccus	OTU_1172
OTU_1173	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rickettsiales	f:Rickettsiaceae	g:Rickettsia	OTU_1173
OTU_1174	NA	NA	NA	NA	NA	NA	OTU_1174
OTU_1177	d:Bacteria	p:Bacteroidetes	c:Flavobacteriia	o:Flavobacteriales	f:Weeksellaceae	NA	OTU_1177
OTU_1178	d:Bacteria	p:Acidobacteria	c:Acidobacteria_Gp3	g:Gp3	NA	NA	OTU_1178
OTU_1185	d:Bacteria	p:Acidobacteria	c:Acidobacteria_Gp16	g:Gp16	NA	NA	OTU_1185
OTU_1187	d:Bacteria	NA	NA	NA	NA	NA	OTU_1187
OTU_1188	d:Bacteria	p:Acidobacteria	c:Acidobacteria_Gp3	g:Gp3	NA	NA	OTU_1188
OTU_1196	d:Bacteria	p:Bacteroidetes	c:Flavobacteriia	o:Flavobacteriales	f:Weeksellaceae	NA	OTU_1196
OTU_1197	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micromonosporales	f:Micromonosporaceae	NA	OTU_1197
OTU_1200	d:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	g:Sphingobacterium	OTU_1200
OTU_1204	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Streptomycetales	f:Streptomycetaceae	g:Streptomyces	OTU_1204
OTU_1205	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Pseudomonadales	f:Moraxellaceae	g:Psychrobacter	OTU_1205
OTU_1210	d:Bacteria	p:Bacteroidetes	c:Flavobacteriia	o:Flavobacteriales	f:Flavobacteriaceae	NA	OTU_1210
OTU_1217	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Streptosporangiales	f:Thermomonosporaceae	g:Actinomadura	OTU_1217
OTU_1220	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	OTU_1220
OTU_1224	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Xanthomonadales	f:Rhodanobacteraceae	g:Dyella	OTU_1224
OTU_1226	d:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Paenibacillaceae_1	g:Paenibacillus	OTU_1226
OTU_1227	d:Bacteria	p:Acidobacteria	c:Acidobacteria_Gp3	g:Gp3	NA	NA	OTU_1227
OTU_1231	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_1231
OTU_1232	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	NA	NA	OTU_1232
OTU_1238	d:Bacteria	p:Firmicutes	c:Bacilli	o:Lactobacillales	f:Lactobacillaceae	g:Weissella	OTU_1238
OTU_1242	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_1242
OTU_1247	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Beijerinckiaceae	g:Beijerinckia	OTU_1247
OTU_1248	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	g:Roseomonas	OTU_1248
OTU_1249	d:Bacteria	p:Actinobacteria	c:Actinobacteria	NA	NA	NA	OTU_1249
OTU_1253	d:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	NA	NA	OTU_1253
OTU_1254	d:Bacteria	p:Firmicutes	c:Bacilli	o:Lactobacillales	f:Carnobacteriaceae	g:Desemzia	OTU_1254
OTU_1255	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micromonosporales	f:Micromonosporaceae	g:Micromonospora	OTU_1255
OTU_1257	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Microbacteriaceae	NA	OTU_1257
OTU_1258	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_1258
OTU_1261	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Micrococcaceae	NA	OTU_1261
OTU_1264	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Kineosporiales	f:Kineosporiaceae	g:Kineosporia	OTU_1264
OTU_1267	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Geodermatophilales	f:Geodermatophilaceae	g:Geodermatophilus	OTU_1267
OTU_1268	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_1268
OTU_1271	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	NA	OTU_1271
OTU_1272	d:Bacteria	p:Candidatus_Saccharibacteria	g:Saccharibacteria_genera_incertae_sedis	NA	NA	NA	OTU_1272
OTU_1273	d:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	o:Gemmatimonadales	f:Gemmatimonadaceae	NA	OTU_1273
OTU_1275	d:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	NA	NA	OTU_1275
OTU_1276	d:Bacteria	p:Acidobacteria	c:Acidobacteria_Gp3	g:Gp3	NA	NA	OTU_1276
OTU_1278	d:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Bacillaceae_1	g:Domibacillus	OTU_1278
OTU_1280	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Rhizobiaceae	NA	OTU_1280
OTU_1284	d:Bacteria	p:Candidatus_Saccharibacteria	g:Saccharibacteria_genera_incertae_sedis	NA	NA	NA	OTU_1284
OTU_1285	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Dermatophilaceae	g:Piscicoccus	OTU_1285
OTU_1287	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_1287
OTU_1288	d:Bacteria	p:Firmicutes	c:Bacilli	o:Lactobacillales	f:Lactobacillaceae	g:Bombilactobacillus	OTU_1288
OTU_1289	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Devosiaceae	g:Devosia	OTU_1289
OTU_1294	d:Bacteria	NA	NA	NA	NA	NA	OTU_1294
OTU_1295	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Acidothermales	f:Acidothermaceae	g:Acidothermus	OTU_1295
OTU_1301	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_1301
OTU_1303	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	NA	NA	OTU_1303
OTU_1304	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_1304
OTU_1306	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	NA	OTU_1306
OTU_1308	d:Bacteria	p:Bacteroidetes	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	NA	OTU_1308
OTU_1309	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	OTU_1309
OTU_1310	d:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Thermoactinomycetaceae_2	g:Planifilum	OTU_1310
OTU_1311	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Noviherbaspirillum	OTU_1311
OTU_1312	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	NA	NA	OTU_1312
OTU_1318	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	NA	NA	NA	OTU_1318
OTU_1319	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	g:Roseomonas	OTU_1319
OTU_1320	d:Bacteria	NA	NA	NA	NA	NA	OTU_1320
OTU_1323	d:Bacteria	NA	NA	NA	NA	NA	OTU_1323
OTU_1325	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	NA	NA	NA	OTU_1325
OTU_1326	d:Bacteria	p:Bacteroidetes	c:Bacteroidia	o:Bacteroidales	f:Bacteroidaceae	NA	OTU_1326
OTU_1329	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	OTU_1329
OTU_1333	d:Bacteria	p:candidate_division_WPS-1	g:WPS-1_genera_incertae_sedis	NA	NA	NA	OTU_1333
OTU_1334	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Micrococcaceae	NA	OTU_1334
OTU_1339	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_1339
OTU_1340	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	g:Roseomonas	OTU_1340
OTU_1341	d:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	g:Mucilaginibacter	OTU_1341
OTU_1342	d:Bacteria	NA	NA	NA	NA	NA	OTU_1342
OTU_1344	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Methylobacteriaceae	g:Methylobacterium	OTU_1344
OTU_1346	d:Bacteria	p:Candidatus_Saccharibacteria	g:Saccharibacteria_genera_incertae_sedis	NA	NA	NA	OTU_1346
OTU_1348	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Rhizobiaceae	g:Rhizobium	OTU_1348
OTU_1351	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	NA	NA	OTU_1351
OTU_1353	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Streptosporangiales	f:Thermomonosporaceae	g:Actinomadura	OTU_1353
OTU_1354	d:Bacteria	NA	NA	NA	NA	NA	OTU_1354
OTU_1357	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Methylobacteriaceae	g:Microvirga	OTU_1357
OTU_1360	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Microbacteriaceae	NA	OTU_1360
OTU_1363	d:Bacteria	p:Proteobacteria	NA	NA	NA	NA	OTU_1363
OTU_1364	d:Bacteria	p:Bacteroidetes	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	g:Segetibacter	OTU_1364
OTU_1366	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micromonosporales	f:Micromonosporaceae	NA	OTU_1366
OTU_1368	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Enterobacterales	f:Erwiniaceae	g:Pantoea	OTU_1368
OTU_1370	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Geodermatophilales	f:Geodermatophilaceae	NA	OTU_1370
OTU_1380	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	g:Roseomonas	OTU_1380
OTU_1383	d:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Planococcaceae	g:Chryseomicrobium	OTU_1383
OTU_1384	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micromonosporales	f:Micromonosporaceae	g:Actinoplanes	OTU_1384
OTU_1385	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Streptomycetales	f:Streptomycetaceae	g:Streptomyces	OTU_1385
OTU_1386	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	g:Rhodovastum	OTU_1386
OTU_1388	d:Bacteria	NA	NA	NA	NA	NA	OTU_1388
OTU_1389	d:Bacteria	p:Bacteroidetes	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	NA	OTU_1389
OTU_1390	NA	NA	NA	NA	NA	NA	OTU_1390
OTU_1392	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_1392
OTU_1395	NA	NA	NA	NA	NA	NA	OTU_1395
OTU_1396	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	NA	NA	OTU_1396
OTU_1397	d:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Isosphaeraceae	g:Tundrisphaera	OTU_1397
OTU_1402	d:Bacteria	p:candidate_division_WPS-1	g:WPS-1_genera_incertae_sedis	NA	NA	NA	OTU_1402
OTU_1404	d:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Gaiellales	f:Gaiellaceae	g:Gaiella	OTU_1404
OTU_1406	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Comamonadaceae	g:Delftia	OTU_1406
OTU_1413	d:Bacteria	p:Bacteroidetes	c:Bacteroidia	o:Bacteroidales	NA	NA	OTU_1413
OTU_1415	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	NA	NA	OTU_1415
OTU_1419	NA	NA	NA	NA	NA	NA	OTU_1419
OTU_1420	d:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	g:Mucilaginibacter	OTU_1420
OTU_1422	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_1422
OTU_1426	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_1426
OTU_1432	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Geodermatophilales	f:Geodermatophilaceae	g:Blastococcus	OTU_1432
OTU_1434	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	NA	OTU_1434
OTU_1439	NA	NA	NA	NA	NA	NA	OTU_1439
OTU_1441	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Mycobacteriales	f:Nocardiaceae	g:Rhodococcus	OTU_1441
OTU_1442	d:Bacteria	p:Acidobacteria	c:Acidobacteria_Gp3	g:Gp3	NA	NA	OTU_1442
OTU_1444	d:Bacteria	p:Bacteroidetes	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	NA	OTU_1444
OTU_1458	d:Bacteria	p:Bacteroidetes	c:Flavobacteriia	o:Flavobacteriales	f:Weeksellaceae	g:Chryseobacterium	OTU_1458
OTU_1461	d:Bacteria	p:Acidobacteria	c:Acidobacteria_Gp3	g:Gp3	NA	NA	OTU_1461
OTU_1464	d:Bacteria	p:Acidobacteria	c:Acidobacteria_Gp3	g:Gp3	NA	NA	OTU_1464
OTU_1467	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_1467
OTU_1471	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Cytophagaceae	g:Spirosoma	OTU_1471
OTU_1472	d:Bacteria	p:Acidobacteria	c:Acidobacteria_Gp1	g:Gp1	NA	NA	OTU_1472
OTU_1473	NA	NA	NA	NA	NA	NA	OTU_1473
OTU_1478	d:Bacteria	p:Bacteroidetes	c:Bacteroidia	o:Bacteroidales	f:Bacteroidaceae	NA	OTU_1478
OTU_1482	d:Bacteria	p:Firmicutes	c:Clostridia	o:Clostridiales	f:Lachnospiraceae	g:Cellulosilyticum	OTU_1482
OTU_1486	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Azospirillaceae	NA	OTU_1486
OTU_1488	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Nakamurellales	f:Nakamurellaceae	g:Nakamurella	OTU_1488
OTU_1489	d:Bacteria	p:candidate_division_WPS-1	g:WPS-1_genera_incertae_sedis	NA	NA	NA	OTU_1489
OTU_1490	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Intrasporangiaceae	NA	OTU_1490
OTU_1493	d:Bacteria	p:Firmicutes	c:Bacilli	o:Lactobacillales	f:Streptococcaceae	g:Lactococcus	OTU_1493
OTU_1504	d:Bacteria	p:candidate_division_WPS-1	g:WPS-1_genera_incertae_sedis	NA	NA	NA	OTU_1504
OTU_1513	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Micropepsales	f:Micropepsaceae	g:Rhizomicrobium	OTU_1513
OTU_1514	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_1514
OTU_1520	d:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	NA	OTU_1520
OTU_1521	d:Bacteria	NA	NA	NA	NA	NA	OTU_1521
OTU_1523	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_1523
OTU_1537	d:Bacteria	p:Acidobacteria	c:Acidobacteria_Gp3	NA	NA	NA	OTU_1537
OTU_1538	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	NA	NA	OTU_1538
OTU_1540	NA	NA	NA	NA	NA	NA	OTU_1540
OTU_1545	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_1545
OTU_1547	NA	NA	NA	NA	NA	NA	OTU_1547
OTU_1550	d:Bacteria	p:Actinobacteria	NA	NA	NA	NA	OTU_1550
OTU_1559	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_1559
OTU_1560	d:Bacteria	p:Proteobacteria	NA	NA	NA	NA	OTU_1560
OTU_1561	NA	NA	NA	NA	NA	NA	OTU_1561
OTU_1562	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Geodermatophilales	f:Geodermatophilaceae	NA	OTU_1562
OTU_1563	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Geodermatophilales	f:Geodermatophilaceae	g:Geodermatophilus	OTU_1563
OTU_1566	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_1566
OTU_1569	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Pseudonocardiales	f:Pseudonocardiaceae	g:Pseudonocardia	OTU_1569
OTU_1574	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Caulobacterales	f:Caulobacteraceae	g:Phenylobacterium	OTU_1574
OTU_1576	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_1576
OTU_1579	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	NA	OTU_1579
OTU_1582	d:Bacteria	p:Verrucomicrobia	c:Spartobacteria	g:Spartobacteria_genera_incertae_sedis	NA	NA	OTU_1582
OTU_1585	d:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Gaiellales	f:Gaiellaceae	g:Gaiella	OTU_1585
OTU_1586	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Xanthomonadales	f:Xanthomonadaceae	g:Luteimonas	OTU_1586
OTU_1587	d:Bacteria	NA	NA	NA	NA	NA	OTU_1587
OTU_1589	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Propionibacteriales	f:Nocardioidaceae	NA	OTU_1589
OTU_1592	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_1592
OTU_1597	d:Bacteria	p:Bacteroidetes	c:Flavobacteriia	o:Flavobacteriales	NA	NA	OTU_1597
OTU_1599	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	NA	NA	NA	OTU_1599
OTU_1608	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	NA	OTU_1608
OTU_1611	d:Bacteria	NA	NA	NA	NA	NA	OTU_1611
OTU_1615	d:Bacteria	p:Bacteroidetes	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	g:Segetibacter	OTU_1615
OTU_1616	d:Bacteria	p:Bacteroidetes	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	NA	OTU_1616
OTU_1618	d:Bacteria	NA	NA	NA	NA	NA	OTU_1618
OTU_1620	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Streptomycetales	f:Streptomycetaceae	g:Streptomyces	OTU_1620
OTU_1621	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	NA	OTU_1621
OTU_1623	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_1623
OTU_1628	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Micropepsales	f:Micropepsaceae	g:Rhizomicrobium	OTU_1628
OTU_1629	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	OTU_1629
OTU_1633	d:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Paenibacillaceae_1	NA	OTU_1633
OTU_1646	d:Bacteria	p:Firmicutes	c:Bacilli	o:Lactobacillales	f:Lactobacillaceae	g:Companilactobacillus	OTU_1646
OTU_1652	d:Bacteria	p:Abditibacteriota	c:Abditibacteria	o:Abditibacteriales	f:Abditibacteriaceae	g:Abditibacterium	OTU_1652
OTU_1653	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Aeromonadales	f:Succinivibrionaceae	g:Succinivibrio	OTU_1653
OTU_1655	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	NA	OTU_1655
OTU_1661	d:Bacteria	p:Actinobacteria	c:Thermoleophilia	NA	NA	NA	OTU_1661
OTU_1664	d:Bacteria	NA	NA	NA	NA	NA	OTU_1664
OTU_1666	d:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Bacillaceae_1	g:Mesobacillus	OTU_1666
OTU_1672	d:Bacteria	p:Chloroflexi	c:Thermomicrobia	o:Sphaerobacterales	f:Sphaerobacteraceae	NA	OTU_1672
OTU_1676	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Geodermatophilales	f:Geodermatophilaceae	g:Blastococcus	OTU_1676
OTU_1680	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	NA	NA	OTU_1680
OTU_1683	d:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Gemmataceae	NA	OTU_1683
OTU_1688	d:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Solirubrobacterales	NA	NA	OTU_1688
OTU_1690	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Pontibacter	OTU_1690
OTU_1691	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Enterobacterales	NA	NA	OTU_1691
OTU_1693	d:Bacteria	NA	NA	NA	NA	NA	OTU_1693
OTU_1700	d:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Thermoactinomycetaceae_1	g:Novibacillus	OTU_1700
OTU_1708	NA	NA	NA	NA	NA	NA	OTU_1708
OTU_1709	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	g:Rhodopila	OTU_1709
OTU_1733	d:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	o:Gemmatimonadales	f:Gemmatimonadaceae	NA	OTU_1733
OTU_1739	d:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Gaiellales	f:Gaiellaceae	g:Gaiella	OTU_1739
OTU_1740	d:Bacteria	p:Bacteroidetes	NA	NA	NA	NA	OTU_1740
OTU_1742	d:Bacteria	p:Cyanobacteria/Chloroplast	c:Cyanobacteria	f:Family_I	g:Aerosakkonema	NA	OTU_1742
OTU_1743	d:Bacteria	p:Armatimonadetes	g:Armatimonadetes_gp4	NA	NA	NA	OTU_1743
OTU_1747	d:Archaea	p:Thaumarchaeota	o:Nitrososphaerales	f:Nitrososphaeraceae	g:Nitrososphaera	NA	OTU_1747
OTU_1751	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Catenulisporales	f:Catenulisporaceae	g:Catenulispora	OTU_1751
OTU_1752	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_1752
OTU_1754	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micromonosporales	f:Micromonosporaceae	NA	OTU_1754
OTU_1766	d:Bacteria	NA	NA	NA	NA	NA	OTU_1766
OTU_1769	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_1769
OTU_1771	d:Bacteria	p:Deinococcus-Thermus	c:Deinococci	o:Deinococcales	f:Deinococcaceae	g:Deinococcus	OTU_1771
OTU_1774	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Boseaceae	g:Bosea	OTU_1774
OTU_1775	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Pseudomonadales	f:Pseudomonadaceae	g:Pseudomonas	OTU_1775
OTU_1777	d:Bacteria	NA	NA	NA	NA	NA	OTU_1777
OTU_1778	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Pseudonocardiales	f:Pseudonocardiaceae	NA	OTU_1778
OTU_1781	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	NA	OTU_1781
OTU_1784	d:Bacteria	NA	NA	NA	NA	NA	OTU_1784
OTU_1786	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_1786
OTU_1789	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	NA	OTU_1789
OTU_1808	d:Bacteria	p:Bacteroidetes	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	NA	OTU_1808
OTU_1827	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Micrococcaceae	NA	OTU_1827
